order_id,order_date,order_status,quantity_of_product_ordered,payment_method,voucher_value,review_rating,shipment_id,product_id,customer_id
12,2024-01-07,Done,4,Visa,4.2,1,49,152,15158
12,2024-01-07,Done,3,Visa,2.6,4,49,121,15158
12,2024-01-07,Done,4,Visa,3.3,1,49,45,15158
13,2024-02-05,Shipped,2,Pay Pal,3.9,NULL,78,94,70790
13,2024-02-05,Shipped,3,Pay Pal,1.9,NULL,78,119,70790
14,2024-01-16,Shipped,8,Mastercard,0.2,NULL,2,31,75889
14,2024-01-16,Shipped,6,Mastercard,6.8,NULL,2,111,75889
15,2024-02-14,Processing,1,Mastercard,5.3,NULL,98,90,55041
15,2024-02-14,Processing,8,Mastercard,7.0,NULL,98,128,55041
15,2024-02-14,Processing,4,Mastercard,1.8,NULL,98,81,55041
15,2024-02-14,Processing,5,Mastercard,10.0,NULL,98,121,55041
15,2024-02-14,Processing,9,Mastercard,5.4,NULL,98,8,55041
15,2024-02-14,Processing,2,Mastercard,5.9,NULL,98,19,55041
16,2024-02-16,Shipped,5,Apple Pay,3.9,NULL,66,152,87171
16,2024-02-16,Shipped,9,Apple Pay,7.3,NULL,66,118,87171
16,2024-02-16,Shipped,5,Apple Pay,4.1,NULL,66,143,87171
16,2024-02-16,Shipped,8,Apple Pay,4.4,NULL,66,119,87171
17,2024-02-22,Shipped,2,Visa,3.3,NULL,54,81,29717
17,2024-02-22,Shipped,4,Visa,10.0,NULL,54,137,29717
17,2024-02-22,Shipped,6,Visa,2.6,NULL,54,100,29717
17,2024-02-22,Shipped,10,Visa,5.3,NULL,54,12,29717
17,2024-02-22,Shipped,2,Visa,7.5,NULL,54,47,29717
17,2024-02-22,Shipped,1,Visa,7.7,NULL,54,114,29717
17,2024-02-22,Shipped,3,Visa,4.4,NULL,54,44,29717
18,2024-03-04,Shipped,5,Pay Pal,5.4,NULL,11,90,80549
18,2024-03-04,Shipped,9,Pay Pal,9.7,NULL,11,64,80549
18,2024-03-04,Shipped,4,Pay Pal,6.4,NULL,11,151,80549
18,2024-03-04,Shipped,7,Pay Pal,3.9,NULL,11,156,80549
18,2024-03-04,Shipped,3,Pay Pal,0.1,NULL,11,4,80549
19,2024-02-03,Paid,3,Visa,4.9,NULL,76,103,35914
19,2024-02-03,Paid,10,Visa,0.7,NULL,76,56,35914
19,2024-02-03,Paid,3,Visa,1.8,NULL,76,141,35914
19,2024-02-03,Paid,3,Visa,0.6,NULL,76,91,35914
19,2024-02-03,Paid,6,Visa,7.6,NULL,76,116,35914
19,2024-02-03,Paid,4,Visa,5.5,NULL,76,19,35914
19,2024-02-03,Paid,5,Visa,6.3,NULL,76,102,35914
19,2024-02-03,Paid,4,Visa,5.3,NULL,76,36,35914
20,2024-01-17,Paid,10,Mastercard,8.8,NULL,89,113,53737
21,2024-02-11,Returned,10,Apple Pay,6.8,NULL,81,29,71977
22,2024-01-02,Returned,5,Visa,7.5,NULL,84,57,15575
22,2024-01-02,Returned,4,Visa,1.0,NULL,84,75,15575
22,2024-01-02,Returned,10,Visa,2.1,NULL,84,109,15575
23,2024-03-09,Done,7,Pay Pal,6.3,2,82,103,36502
23,2024-03-09,Done,7,Pay Pal,2.0,3,82,23,36502
23,2024-03-09,Done,8,Pay Pal,5.4,3,82,12,36502
23,2024-03-09,Done,5,Pay Pal,6.0,2,82,96,36502
23,2024-03-09,Done,4,Pay Pal,4.6,5,82,134,36502
23,2024-03-09,Done,3,Pay Pal,6.6,5,82,84,36502
23,2024-03-09,Done,4,Pay Pal,1.6,3,82,25,36502
23,2024-03-09,Done,6,Pay Pal,6.8,5,82,78,36502
24,2024-02-12,Paid,10,Apple Pay,1.6,NULL,86,159,80124
24,2024-02-12,Paid,2,Apple Pay,1.2,NULL,86,129,80124
24,2024-02-12,Paid,4,Apple Pay,6.2,NULL,86,118,80124
24,2024-02-12,Paid,1,Apple Pay,8.0,NULL,86,147,80124
24,2024-02-12,Paid,7,Apple Pay,8.5,NULL,86,142,80124
25,2024-02-15,Paid,3,Mastercard,7.5,NULL,46,27,96525
25,2024-02-15,Paid,10,Mastercard,4.5,NULL,46,4,96525
25,2024-02-15,Paid,4,Mastercard,4.6,NULL,46,118,96525
25,2024-02-15,Paid,5,Mastercard,1.3,NULL,46,61,96525
25,2024-02-15,Paid,7,Mastercard,0.3,NULL,46,10,96525
25,2024-02-15,Paid,5,Mastercard,0.3,NULL,46,108,96525
25,2024-02-15,Paid,3,Mastercard,1.3,NULL,46,92,96525
26,2024-03-09,Returned,7,Pay Pal,5.8,NULL,4,160,97199
26,2024-03-09,Returned,6,Pay Pal,0.5,NULL,4,89,97199
27,2024-01-26,Shipped,9,Google Pay,4.4,NULL,17,66,36486
28,2024-02-13,Shipped,6,Visa,1.3,NULL,74,87,10784
28,2024-02-13,Shipped,4,Visa,4.6,NULL,74,154,10784
28,2024-02-13,Shipped,8,Visa,1.9,NULL,74,16,10784
28,2024-02-13,Shipped,7,Visa,6.8,NULL,74,58,10784
29,2024-01-25,Done,6,Google Pay,1.8,4,1,56,40980
30,2024-01-03,Done,9,Google Pay,1.5,1,37,158,50809
30,2024-01-03,Done,6,Google Pay,6.4,2,37,129,50809
30,2024-01-03,Done,2,Google Pay,3.0,5,37,49,50809
31,2024-02-04,Paid,4,Pay Pal,8.6,NULL,38,23,35334
31,2024-02-04,Paid,1,Pay Pal,3.7,NULL,38,70,35334
31,2024-02-04,Paid,2,Pay Pal,5.9,NULL,38,8,35334
31,2024-02-04,Paid,2,Pay Pal,9.8,NULL,38,42,35334
32,2024-02-09,Processing,9,Apple Pay,5.6,NULL,35,39,94966
32,2024-02-09,Processing,6,Apple Pay,4.4,NULL,35,33,94966
32,2024-02-09,Processing,2,Apple Pay,7.3,NULL,35,37,94966
32,2024-02-09,Processing,7,Apple Pay,6.8,NULL,35,41,94966
33,2024-02-11,Shipped,1,Visa,9.9,NULL,68,22,42973
33,2024-02-11,Shipped,7,Visa,3.0,NULL,68,107,42973
33,2024-02-11,Shipped,6,Visa,7.9,NULL,68,63,42973
33,2024-02-11,Shipped,7,Visa,4.0,NULL,68,101,42973
33,2024-02-11,Shipped,5,Visa,2.8,NULL,68,20,42973
34,2024-02-23,Paid,8,Pay Pal,0.9,NULL,31,29,25270
34,2024-02-23,Paid,7,Pay Pal,0.3,NULL,31,60,25270
34,2024-02-23,Paid,7,Pay Pal,2.7,NULL,31,3,25270
34,2024-02-23,Paid,6,Pay Pal,5.8,NULL,31,34,25270
34,2024-02-23,Paid,1,Pay Pal,0.8,NULL,31,25,25270
34,2024-02-23,Paid,7,Pay Pal,3.8,NULL,31,117,25270
35,2024-01-18,Returned,7,Google Pay,8.0,NULL,77,68,21148
35,2024-01-18,Returned,1,Google Pay,8.5,NULL,77,148,21148
36,2024-01-10,Shipped,2,Pay Pal,7.4,NULL,24,91,60138
36,2024-01-10,Shipped,6,Pay Pal,3.6,NULL,24,89,60138
36,2024-01-10,Shipped,10,Pay Pal,0.1,NULL,24,38,60138
37,2024-01-24,Paid,7,Visa,2.9,NULL,90,55,79831
37,2024-01-24,Paid,8,Visa,0.1,NULL,90,92,79831
37,2024-01-24,Paid,10,Visa,4.3,NULL,90,89,79831
37,2024-01-24,Paid,9,Visa,1.2,NULL,90,46,79831
38,2024-02-13,Processing,4,Pay Pal,3.7,NULL,64,152,95438
38,2024-02-13,Processing,4,Pay Pal,7.7,NULL,64,83,95438
38,2024-02-13,Processing,8,Pay Pal,3.0,NULL,64,8,95438
39,2024-02-21,Shipped,6,Apple Pay,4.6,NULL,7,45,72255
39,2024-02-21,Shipped,8,Apple Pay,7.3,NULL,7,58,72255
39,2024-02-21,Shipped,1,Apple Pay,5.0,NULL,7,113,72255
39,2024-02-21,Shipped,5,Apple Pay,4.0,NULL,7,28,72255
39,2024-02-21,Shipped,1,Apple Pay,4.7,NULL,7,76,72255
40,2024-02-02,Done,9,Visa,1.5,3,44,68,18306
40,2024-02-02,Done,5,Visa,0.7,5,44,6,18306
40,2024-02-02,Done,9,Visa,9.8,1,44,85,18306
41,2024-02-21,Processing,1,Apple Pay,7.4,NULL,100,72,14001
41,2024-02-21,Processing,3,Apple Pay,5.0,NULL,100,57,14001
41,2024-02-21,Processing,3,Apple Pay,5.9,NULL,100,27,14001
41,2024-02-21,Processing,10,Apple Pay,2.6,NULL,100,150,14001
41,2024-02-21,Processing,4,Apple Pay,6.1,NULL,100,74,14001
41,2024-02-21,Processing,5,Apple Pay,8.6,NULL,100,47,14001
41,2024-02-21,Processing,6,Apple Pay,2.4,NULL,100,70,14001
41,2024-02-21,Processing,1,Apple Pay,0.7,NULL,100,38,14001
42,2024-01-11,Returned,8,Mastercard,4.0,NULL,16,129,38520
42,2024-01-11,Returned,9,Mastercard,2.8,NULL,16,74,38520
42,2024-01-11,Returned,2,Mastercard,2.8,NULL,16,122,38520
42,2024-01-11,Returned,10,Mastercard,0.5,NULL,16,134,38520
42,2024-01-11,Returned,10,Mastercard,2.3,NULL,16,61,38520
42,2024-01-11,Returned,6,Mastercard,4.6,NULL,16,53,38520
43,2024-01-20,Returned,10,Pay Pal,2.7,NULL,69,79,45855
43,2024-01-20,Returned,5,Pay Pal,3.2,NULL,69,40,45855
43,2024-01-20,Returned,5,Pay Pal,1.0,NULL,69,48,45855
43,2024-01-20,Returned,10,Pay Pal,1.5,NULL,69,153,45855
43,2024-01-20,Returned,5,Pay Pal,6.0,NULL,69,68,45855
43,2024-01-20,Returned,2,Pay Pal,5.1,NULL,69,36,45855
44,2024-02-16,Returned,2,Apple Pay,2.8,NULL,25,28,10135
44,2024-02-16,Returned,3,Apple Pay,0.3,NULL,25,54,10135
44,2024-02-16,Returned,1,Apple Pay,4.4,NULL,25,149,10135
44,2024-02-16,Returned,4,Apple Pay,2.9,NULL,25,148,10135
44,2024-02-16,Returned,2,Apple Pay,1.7,NULL,25,43,10135
44,2024-02-16,Returned,3,Apple Pay,7.9,NULL,25,115,10135
44,2024-02-16,Returned,5,Apple Pay,2.3,NULL,25,76,10135
44,2024-02-16,Returned,4,Apple Pay,9.1,NULL,25,123,10135
45,2024-02-07,Processing,10,Visa,3.0,NULL,43,64,21006
45,2024-02-07,Processing,8,Visa,1.6,NULL,43,56,21006
45,2024-02-07,Processing,10,Visa,3.4,NULL,43,113,21006
46,2024-02-01,Done,9,Visa,0.1,1,47,106,51051
46,2024-02-01,Done,2,Visa,0.2,3,47,86,51051
46,2024-02-01,Done,3,Visa,6.4,5,47,61,51051
46,2024-02-01,Done,1,Visa,8.8,1,47,24,51051
46,2024-02-01,Done,10,Visa,2.3,4,47,80,51051
46,2024-02-01,Done,3,Visa,5.8,4,47,92,51051
46,2024-02-01,Done,2,Visa,9.7,2,47,50,51051
46,2024-02-01,Done,3,Visa,3.8,5,47,16,51051
47,2024-01-18,Returned,8,Pay Pal,1.7,NULL,28,91,43478
47,2024-01-18,Returned,6,Pay Pal,6.5,NULL,28,108,43478
47,2024-01-18,Returned,8,Pay Pal,6.6,NULL,28,142,43478
47,2024-01-18,Returned,10,Pay Pal,7.5,NULL,28,42,43478
48,2024-01-01,Done,5,Visa,5.2,3,99,3,83470
48,2024-01-01,Done,10,Visa,6.7,1,99,118,83470
49,2024-01-15,Paid,3,Visa,3.0,NULL,5,85,27974
50,2024-01-04,Returned,3,Visa,9.2,NULL,15,120,10434
50,2024-01-04,Returned,4,Visa,8.1,NULL,15,85,10434
50,2024-01-04,Returned,10,Visa,2.0,NULL,15,37,10434
50,2024-01-04,Returned,10,Visa,6.1,NULL,15,12,10434
50,2024-01-04,Returned,1,Visa,4.7,NULL,15,45,10434
50,2024-01-04,Returned,2,Visa,2.6,NULL,15,98,10434
51,2024-01-23,Processing,6,Pay Pal,8.3,NULL,94,95,21148
51,2024-01-23,Processing,3,Pay Pal,2.8,NULL,94,10,21148
52,2024-01-12,Done,3,Mastercard,0.9,2,21,43,21148
52,2024-01-12,Done,3,Mastercard,7.1,3,21,137,21148
52,2024-01-12,Done,4,Mastercard,9.5,1,21,6,21148
52,2024-01-12,Done,3,Mastercard,6.3,2,21,135,21148
52,2024-01-12,Done,6,Mastercard,1.2,3,21,71,21148
52,2024-01-12,Done,5,Mastercard,1.6,5,21,53,21148
52,2024-01-12,Done,6,Mastercard,9.0,3,21,95,21148
53,2024-01-19,Processing,4,Google Pay,1.4,NULL,72,1,22772
53,2024-01-19,Processing,5,Google Pay,3.0,NULL,72,70,22772
54,2024-02-17,Processing,2,Mastercard,1.5,NULL,52,83,97785
54,2024-02-17,Processing,7,Mastercard,2.2,NULL,52,85,97785
54,2024-02-17,Processing,4,Mastercard,3.1,NULL,52,107,97785
54,2024-02-17,Processing,10,Mastercard,0.7,NULL,52,77,97785
54,2024-02-17,Processing,5,Mastercard,6.6,NULL,52,149,97785
54,2024-02-17,Processing,7,Mastercard,8.4,NULL,52,97,97785
54,2024-02-17,Processing,5,Mastercard,5.1,NULL,52,145,97785
55,2024-02-25,Processing,10,Pay Pal,5.4,NULL,58,7,20909
55,2024-02-25,Processing,9,Pay Pal,7.9,NULL,58,36,20909
55,2024-02-25,Processing,7,Pay Pal,5.2,NULL,58,87,20909
55,2024-02-25,Processing,5,Pay Pal,5.9,NULL,58,131,20909
55,2024-02-25,Processing,8,Pay Pal,7.1,NULL,58,101,20909
56,2024-03-09,Processing,7,Pay Pal,4.8,NULL,27,72,10784
56,2024-03-09,Processing,7,Pay Pal,7.2,NULL,27,96,10784
56,2024-03-09,Processing,6,Pay Pal,4.7,NULL,27,2,10784
56,2024-03-09,Processing,8,Pay Pal,10.0,NULL,27,128,10784
56,2024-03-09,Processing,4,Pay Pal,8.2,NULL,27,97,10784
56,2024-03-09,Processing,1,Pay Pal,0.9,NULL,27,118,10784
57,2024-01-17,Done,4,Visa,0.3,5,29,54,95869
57,2024-01-17,Done,9,Visa,1.5,2,29,52,95869
57,2024-01-17,Done,5,Visa,9.8,3,29,148,95869
57,2024-01-17,Done,1,Visa,0.8,1,29,15,95869
57,2024-01-17,Done,8,Visa,5.8,4,29,59,95869
57,2024-01-17,Done,2,Visa,1.0,1,29,135,95869
57,2024-01-17,Done,5,Visa,0.6,2,29,106,95869
58,2024-01-07,Processing,3,Apple Pay,7.6,NULL,87,112,77744
58,2024-01-07,Processing,5,Apple Pay,3.8,NULL,87,127,77744
59,2024-02-06,Processing,1,Pay Pal,7.1,NULL,96,16,58368
59,2024-02-06,Processing,8,Pay Pal,3.4,NULL,96,15,58368
59,2024-02-06,Processing,4,Pay Pal,8.7,NULL,96,37,58368
59,2024-02-06,Processing,8,Pay Pal,0.3,NULL,96,122,58368
60,2024-02-04,Done,3,Visa,0.7,2,14,125,87171
60,2024-02-04,Done,5,Visa,0.9,3,14,30,87171
60,2024-02-04,Done,8,Visa,1.4,3,14,92,87171
61,2024-02-22,Processing,9,Visa,1.8,NULL,73,82,90861
61,2024-02-22,Processing,3,Visa,0.6,NULL,73,84,90861
61,2024-02-22,Processing,5,Visa,8.9,NULL,73,73,90861
62,2024-03-07,Shipped,9,Mastercard,1.1,NULL,71,36,83278
62,2024-03-07,Shipped,4,Mastercard,8.0,NULL,71,111,83278
62,2024-03-07,Shipped,8,Mastercard,3.7,NULL,71,8,83278
62,2024-03-07,Shipped,5,Mastercard,4.3,NULL,71,113,83278
62,2024-03-07,Shipped,10,Mastercard,8.9,NULL,71,65,83278
62,2024-03-07,Shipped,4,Mastercard,0.3,NULL,71,135,83278
62,2024-03-07,Shipped,5,Mastercard,10.0,NULL,71,106,83278
62,2024-03-07,Shipped,5,Mastercard,7.0,NULL,71,14,83278
63,2024-03-10,Returned,7,Apple Pay,0.8,NULL,63,82,16478
63,2024-03-10,Returned,10,Apple Pay,6.8,NULL,63,103,16478
63,2024-03-10,Returned,10,Apple Pay,0.5,NULL,63,25,16478
63,2024-03-10,Returned,4,Apple Pay,8.8,NULL,63,45,16478
63,2024-03-10,Returned,6,Apple Pay,0.2,NULL,63,99,16478
63,2024-03-10,Returned,4,Apple Pay,0.3,NULL,63,113,16478
64,2024-02-18,Paid,2,Apple Pay,0.2,NULL,80,141,47009
64,2024-02-18,Paid,7,Apple Pay,9.9,NULL,80,19,47009
64,2024-02-18,Paid,1,Apple Pay,4.1,NULL,80,61,47009
65,2024-01-13,Paid,8,Pay Pal,1.3,NULL,48,44,81789
65,2024-01-13,Paid,9,Pay Pal,0.7,NULL,48,96,81789
65,2024-01-13,Paid,1,Pay Pal,1.6,NULL,48,4,81789
65,2024-01-13,Paid,8,Pay Pal,1.3,NULL,48,136,81789
65,2024-01-13,Paid,10,Pay Pal,3.7,NULL,48,128,81789
66,2024-03-01,Processing,8,Apple Pay,4.2,NULL,36,120,16819
66,2024-03-01,Processing,2,Apple Pay,2.3,NULL,36,41,16819
67,2024-01-23,Processing,4,Pay Pal,7.2,NULL,79,100,96190
67,2024-01-23,Processing,1,Pay Pal,0.3,NULL,79,141,96190
67,2024-01-23,Processing,6,Pay Pal,9.5,NULL,79,89,96190
67,2024-01-23,Processing,7,Pay Pal,5.3,NULL,79,62,96190
68,2024-01-14,Processing,3,Mastercard,7.7,NULL,41,56,47875
69,2024-02-16,Processing,9,Visa,5.6,NULL,39,150,15158
70,2024-02-19,Returned,8,Mastercard,1.5,NULL,20,110,33995
70,2024-02-19,Returned,2,Mastercard,6.2,NULL,20,85,33995
71,2024-02-05,Processing,4,Apple Pay,7.1,NULL,59,66,50809
71,2024-02-05,Processing,10,Apple Pay,2.2,NULL,59,15,50809
72,2024-03-09,Shipped,3,Mastercard,4.0,NULL,57,56,90861
72,2024-03-09,Shipped,8,Mastercard,8.7,NULL,57,122,90861
72,2024-03-09,Shipped,6,Mastercard,7.3,NULL,57,129,90861
72,2024-03-09,Shipped,9,Mastercard,5.3,NULL,57,47,90861
72,2024-03-09,Shipped,10,Mastercard,7.6,NULL,57,37,90861
72,2024-03-09,Shipped,4,Mastercard,5.5,NULL,57,74,90861
73,2024-02-24,Returned,1,Google Pay,1.9,NULL,12,55,64590
73,2024-02-24,Returned,6,Google Pay,6.7,NULL,12,136,64590
73,2024-02-24,Returned,8,Google Pay,1.8,NULL,12,83,64590
73,2024-02-24,Returned,10,Google Pay,2.1,NULL,12,125,64590
73,2024-02-24,Returned,8,Google Pay,8.0,NULL,12,146,64590
73,2024-02-24,Returned,7,Google Pay,8.0,NULL,12,30,64590
73,2024-02-24,Returned,1,Google Pay,2.8,NULL,12,91,64590
74,2024-01-30,Processing,2,Pay Pal,0.7,NULL,51,1,55041
74,2024-01-30,Processing,3,Pay Pal,3.4,NULL,51,141,55041
74,2024-01-30,Processing,1,Pay Pal,8.5,NULL,51,90,55041
74,2024-01-30,Processing,8,Pay Pal,0.3,NULL,51,61,55041
74,2024-01-30,Processing,4,Pay Pal,1.0,NULL,51,22,55041
74,2024-01-30,Processing,1,Pay Pal,3.0,NULL,51,108,55041
74,2024-01-30,Processing,3,Pay Pal,7.7,NULL,51,92,55041
75,2024-03-01,Processing,2,Pay Pal,5.0,NULL,10,10,86773
75,2024-03-01,Processing,8,Pay Pal,9.1,NULL,10,56,86773
75,2024-03-01,Processing,10,Pay Pal,9.7,NULL,10,33,86773
75,2024-03-01,Processing,6,Pay Pal,5.2,NULL,10,36,86773
76,2024-02-15,Shipped,3,Mastercard,8.3,NULL,45,141,61179
76,2024-02-15,Shipped,8,Mastercard,7.5,NULL,45,138,61179
76,2024-02-15,Shipped,1,Mastercard,1.1,NULL,45,123,61179
76,2024-02-15,Shipped,6,Mastercard,4.7,NULL,45,53,61179
77,2024-01-30,Paid,7,Pay Pal,5.6,NULL,40,157,55250
77,2024-01-30,Paid,5,Pay Pal,2.5,NULL,40,90,55250
78,2024-02-26,Done,3,Mastercard,0.6,3,22,10,96808
78,2024-02-26,Done,5,Mastercard,4.6,1,22,80,96808
78,2024-02-26,Done,2,Mastercard,6.1,5,22,43,96808
78,2024-02-26,Done,8,Mastercard,0.8,5,22,121,96808
78,2024-02-26,Done,8,Mastercard,5.8,2,22,57,96808
78,2024-02-26,Done,9,Mastercard,6.5,3,22,40,96808
78,2024-02-26,Done,2,Mastercard,3.1,3,22,144,96808
78,2024-02-26,Done,5,Mastercard,7.6,1,22,85,96808
79,2024-01-20,Done,8,Apple Pay,1.4,3,93,45,29315
80,2024-01-23,Processing,6,Visa,3.4,NULL,23,34,77744
81,2024-03-03,Processing,10,Apple Pay,1.9,NULL,3,42,95869
81,2024-03-03,Processing,3,Apple Pay,1.7,NULL,3,51,95869
81,2024-03-03,Processing,3,Apple Pay,0.3,NULL,3,129,95869
81,2024-03-03,Processing,8,Apple Pay,4.9,NULL,3,52,95869
81,2024-03-03,Processing,9,Apple Pay,8.3,NULL,3,99,95869
81,2024-03-03,Processing,2,Apple Pay,4.9,NULL,3,57,95869
82,2024-02-20,Paid,2,Google Pay,2.0,NULL,67,19,55041
82,2024-02-20,Paid,9,Google Pay,5.1,NULL,67,103,55041
82,2024-02-20,Paid,10,Google Pay,5.2,NULL,67,86,55041
82,2024-02-20,Paid,6,Google Pay,2.7,NULL,67,137,55041
82,2024-02-20,Paid,4,Google Pay,9.4,NULL,67,24,55041
82,2024-02-20,Paid,9,Google Pay,4.0,NULL,67,110,55041
82,2024-02-20,Paid,10,Google Pay,6.2,NULL,67,33,55041
82,2024-02-20,Paid,4,Google Pay,6.9,NULL,67,109,55041
83,2024-01-24,Returned,9,Visa,7.2,NULL,60,118,10699
83,2024-01-24,Returned,4,Visa,7.3,NULL,60,121,10699
83,2024-01-24,Returned,10,Visa,3.3,NULL,60,96,10699
83,2024-01-24,Returned,5,Visa,6.1,NULL,60,31,10699
83,2024-01-24,Returned,8,Visa,6.7,NULL,60,36,10699
83,2024-01-24,Returned,7,Visa,4.1,NULL,60,91,10699
83,2024-01-24,Returned,7,Visa,3.2,NULL,60,42,10699
84,2024-02-17,Processing,10,Pay Pal,4.6,NULL,13,69,76749
84,2024-02-17,Processing,2,Pay Pal,2.4,NULL,13,35,76749
84,2024-02-17,Processing,8,Pay Pal,4.7,NULL,13,71,76749
84,2024-02-17,Processing,4,Pay Pal,5.4,NULL,13,38,76749
84,2024-02-17,Processing,10,Pay Pal,4.4,NULL,13,39,76749
85,2024-02-25,Processing,10,Apple Pay,2.1,NULL,55,140,95560
85,2024-02-25,Processing,10,Apple Pay,6.8,NULL,55,38,95560
85,2024-02-25,Processing,10,Apple Pay,1.0,NULL,55,120,95560
85,2024-02-25,Processing,10,Apple Pay,3.5,NULL,55,73,95560
85,2024-02-25,Processing,5,Apple Pay,1.4,NULL,55,60,95560
86,2024-03-01,Paid,4,Apple Pay,7.8,NULL,53,66,58756
87,2024-03-03,Returned,3,Pay Pal,1.7,NULL,56,107,79149
87,2024-03-03,Returned,8,Pay Pal,4.9,NULL,56,4,79149
87,2024-03-03,Returned,6,Pay Pal,1.9,NULL,56,67,79149
87,2024-03-03,Returned,6,Pay Pal,5.3,NULL,56,44,79149
87,2024-03-03,Returned,5,Pay Pal,8.4,NULL,56,74,79149
87,2024-03-03,Returned,4,Pay Pal,6.6,NULL,56,59,79149
87,2024-03-03,Returned,1,Pay Pal,5.3,NULL,56,18,79149
88,2024-02-04,Processing,5,Apple Pay,7.2,NULL,85,77,72575
89,2024-01-17,Shipped,6,Apple Pay,6.0,NULL,30,20,12505
